value
4428.37
4097.73
4812.21
5181.82
5324.12
5382.65
5403.24
4513.65
5351.58
5354.06
5402.06
5323.06
4785.75
5431.71
5297.68
5680.62
5383.89
4980.2
5358.73
5433.21
5417.7
5559.45
4904.52
5471.07
5188.44
4928.25
5325.72
4661.1
4959.02
4783.59
4653.79
4553.91
3850.88
3670.02
3532.2
4749.38
3430.4
3606.78
3857.39
4646.63
4875.65
5010.83
4576.53
4881.52
5060.81
5005.73
5179.64
4871.35
5038.26
5174.63
5369.55
5440.99
5236.04
5805.347
6064.581
6092.556
6170.119
5730.58
6571.513
5271.918
5646.396
5671.837
5431.261
6151.669
6280.779
6473.405
6552.885
6160.132
6224.739
6103.353
5696.4
5719.609
5220.178
5719.892
5820.483
5948.603
6018.996
6630.327
6717.61
5974.907
6109.989
6036.436
5696.313
5939.003
5955.602
6168.406
5420.384
7165.367
7508.83
7557.132
8036.944
8172.581
6843.24
7317.838
6925.481
7497.649
7845.4
7210.365
7506.644
8296.552
8222.333
7664.055
7114.137
8506.943
9166.302
9139.718
9553.498
7630.872
8135.819
9032.531
8874.366
9111.562
6813.769
7981.01
8163.418
8530.056
7888.939
7137.36
8305.777
8343.54
8703.582
8985.153
7950.64
8303.904
8249.218
6191.348
7668.337
8732.557
9527.258
9938.788
10306.752
10480.656
6630.589
7600.472
7706.656
8186.274
8639.985
8207.356
9339.939
9349.335
8950.172
8257.619
7152.895
7563.118
7496.704
8478.899
7568.938
6411.97
6706.49
6486.381
6119.741
6262.286
5424.104
5997.332
6132.13
6308.877
6542.973
7712.46
8363.181
8194.997
8060.188
8023.793
8911.571
9559.601
9631.869
8364.682
8276.239
9256.419
9749.68
9358.087
8210.252
8522.845
6631.994
6912.509
6761.532
6011.535
6709.09
8070.237
8399.148
7248.262
7016.626
7031.853
5820.075
6925.861
6396.117
6559.619
6504.594
6788.87
6667.842
6925.556
7193.672
7464.532
7136.334
8055.402
8244.157
7828.456
7264.33
6619.534
6816.952
7516.024
7361.855
6951.6
5285.461
5834.197
5761.124
5883.129
6120.482
5996.967
6530.627
6717.143
6743.098
6743.123
6322.724
6999.643
7144.645
7206.239
7434.106
5661.464
6454.743
6470.065
6445.115
6722.742
6085.278
6775.542
6769.275
6847.225
6679.438
6106.695
7163.145
7202.653
6875.76
7190.536
5941.776
6506.561
6563.908
6073.805
5941.816
5255.647
5923.513
6376.362
6321.737
6234.603
5402.133
6269.29
6089.223
5953.92
6111.808
5811.279
6250.985
6098.98
6872.8
6002.738
5457.7
6104.653
6107.404
6128.451
6356.655
5686.047
6049.943
6082.733
5874.708
5293.876
5511.813
6110.069
6188.986
6135.537
6287.418
6096.516
6357.752
6402.756
6366.196
6274.239
5849.763
6270.164
6367.701
6449.12
6423.135
5987.505
6676.142
6309.157
6376.848
6274.038
5675.193
6115.077
5911.532
5680.882
5298.813
5246.315
4034.896
4131.81
3760.757
4092.569
4752.807
5258.276
5460.427
5719.505
5958.945
5713.453
6027.641
5877.517
6190.946
6425.799
5713.133
6262.648
6388.186
6304.411
6454.516
5912.013
6566.073
6573.549
6592.525
6398.466
5792.227
6262.577
6427.936
6486.463
6533.184
5924.276
6450.271
6535.851
6463.214
6124.483
5466.998
6125.719
6223.505
6404.468
6210.092
6042.61
6788.741
6923.686
6720.995
6900.163
6458.149
6995.731
7250.918
7410.959
7514.169
6321.287
6798.142
7116.778
6939.186
7039.61
6373.203
7301.777
7528.891
7375.217
7403.726
6079.529
6956.243
7963.476
8062.892
8511.329
7931.458
8836.827
8267.832
7964.5
8610.01
6927.868
7606.184
7784.199
8167.195
8700.425
7509.78
8190.919
7551.448
8162.605
8311.421
7836.501
8525.211
9283.101
10081.509
11014.209
8786.786
9268.97
8785.222
8292.428
8959.536
9977.258
11461.088
11768.032
11902.636
8634.287
9370.578
9948.801
10182.373
9896.815
9099.578
9628.64
9639.075
9878.161
9025.692
8553.473
8705.252
9409.417
7728.758
7821.02
8314.818
10536.337
11082.07
9281.584
8989.42
8787.52
9945.605
10869.164
10786.743
10585.123
9823.056
9525.412
10733.727
11053.494
7039.251
7503.929
9108.821
10188.671
9343.359
8635.546
8828.599
9407.804
10598.207
10804.627
10060.595
8902.138
7315.349
8827.579
7922.757
7817.81
7367.919
7899.41
8039.422
8267.31
8749.778
9754.273
7438.41
7917.662
8357.945
8928.124
7878.741
8538.517
9212.065
8425.123
8225.071
8283.299
7000.82
7789.281
7804.025
8435.747
8750.483
8460.438
8635.606
8536.376
8457.516
8215.383
7356.368
8545.801
9105.813
9214.448
9055.062
7495.041
8535.026
8616.102
8011.928
8136.504
8095.804
8480.469
8472.5
8384.581
7578.275
7137.268
7927.601
7829.782
7488.274
8163.424
7608.733
8386.869
7988.721
8096.281
8188.51
6454.531
6781.797
6818.209
6911.847
7011.781
6639.975
7295.88
6780.797
6592.317
6593.619
6542.873
7303.869
7397.431
7543.613
7521.863
7042.224
7865.766
7788.617
7310.079
6692.512
6333.927
6867.714
6911.217
6873.023
6834.312
6284.227
6783.834
7025.509
6933.65
6876.077
6451.533
7294.525
7218.253
7030.031
6828.858
6281.718
6769.154
7006.855
7008.759
6781.519
6569.341
6879.861
6820.971
6727.923
6597.665
5607.585
6659.594
6826.264
6997.41
7098.657
6490.681
7001.92
7077.798
6919.994
6646.745
5825.338
6712.201
6590.422
6747.441
6920.781
5913.503
5740.952
5140.355
4649.616
4209.829
3957.257
4114.192
4341.342
4546.847
5413.085
5665.816
6304.868
6501.789
6472.406
6421.118
6094.943
6609.949
6859.607
6918.944
7020.149
6670.372
7224.45
7440.098
7557.364
7039.271
6555.35
7151.52
7388.096
7271.991
7255.507
6771.933
7205.936
7141.708
7087.907
7286.199
6979.354
7459.972
7551.893
7478.222
7422.132
7059.03
7710.178
7527.369
7943.051
7998.665
6780.595
7451.606
7633.208
7566.317
7622.78
6678.789
7674.437
7784.248
7661.971
7145.296
7686.864
8717.834
8886.812
7779.818
7588.988
7518.854
8167.254
8000.303
8483.202
8913.671
6988.132
7646.915
8043.09
8344.239
7633.817
6374.244
6790.001
8235.885
9171.674
8985.629
8295.927
9222.507
9059.659
9078.456
9248.459
8363.839
8915.164
8935.236
8072.815
7817.735
7907.958
9303.164
9602.829
8641.836
8251.275
8108.492
9025.328
9616.669
9817.265
11194.548
12358.81
12740.755
10085.716
8956.627
9359.35
9658.033
10603.218
9752.934
9417.854
10278.814
8304.501
8701.544
9201.689
10402.8
10064.718
9561.312
10166.495
10149.471
9383.974
8900.181
8878.638
9693.156
9560.678
9810.846
10117.881
9408.639
8816.617
8875.138
8960.703
9024.806
7351.404
8056.306
8712.413
8502.71
8394.546
8844.159
9318.349
8855.861
9597.9
10047.291
10984.733
9936.094
10406.652
9708.104
9291.193
9139.454
10728.671
11783.634
11911.138
11431.624
10950.304
10383.021
8880.918
8796.513
8512.141
9107.866
10334.433
11836.127
9500.666
9200.405
8756.644
9611.848
8557.873
8783.838
9380.989
8463.702
9433.985
9510.979
10017.275
9151.78
8915.564
9208.059
9355.014
9710.671
9711.549
8511.18
10185.642
10640.073
10363.376
10117.21
9583.587
8908.089
9652.581
9856.588
10166.042
8946.442
9549.09
8844.091
8487.908
8802.578
8116.017
8709.625
8446.174
8214.093
8601.547
7468.898
7573.27
7660.36
7666.172
7741.899
7300.573
7789.425
7730.118
8115.559
7972.574
7769.163
7571.437
7749.646
7905.03
8131.413
7054.356
7856.275
7681.449
7741.762
7758.276
7514.836
8325.13
8301.156
8444.372
8589.877
7329.348
7715.096
7879.165
7839.418
7787.651
6960.729
7755.148
7911.649
8118.444
7888.69
7243.848
7749.398
8050.534
7837.155
8264.257
7395.338
7951.257
7994.215
8161.276
8128.927
7335.957
7889.265
7793.051
8002.158
8075.536
7436.267
